ArticleTitle,Question,Answer
Spanish_language,"Pasan en consecuencia , las palabras que comienzan por estas dos letras , o que las contienen , a alfabetizarse en los lugares que les corresponden dentro de la c y de la l , respectivamente ?",NULL
Spanish_language,Allow the common features of the writing systems of the Romance languages for a greater amount of interlingual reading comprehension than oral communication would ?,NULL
Swahili_language,What was Swahili language`s profession?,NULL
Swahili_language,How many years ago was an interterritorial conference held at Mombasa ?,NULL
Swahili_language,What is Swahili language`s last name?,NULL
Swahili_language,"How many years ago was it when the rulers of Zanzibar organized trading expeditions into the interior of the mainland , up to the various lakes in the continent `s Great Rift Valley?",NULL
Swahili_language,What is Swahili language`s first name?,NULL
Swahili_language,Where did Swahili language die?,NULL
Swahili_language,Has swahili no diphthongs?,No
Swahili_language,Is a third  prefix the object  prefix?,Yes
Swahili_language,When is /ref>,NULL
Swahili_language,Swahili unusual?,NULL
Swahili_language,Where does swahili grammar arrange nouns?,NULL
Swahili_language,What was the only good candidate in these two colonies?,NULL
Swahili_language,Do some writers mark aspirated consonants?,NULL
Swahili_language,Was one key step in spreading Swahili to create a standard written language?,NULL
Swahili_language,Are there today more speakers in Kenya of the Somali coast?,NULL
Swahili_language,Is      / ref Swahili unusual among sub-Saharan languages?,Yes
Swahili_language,The pronunciation of the phoneme / u / stands between what?,NULL
Swahili_language,"Are vowels never reduced , regardless of stress ?",Yes
Swahili_language,Does Swahili have dipthongs?,"Yes, Swahili has diphthongs. (Typo)"
Swahili_language,Is Swahili a Bantu language?,"Yes, Swahili is a Bantu language."
Swahili_language,Is Swahili a Bantu language?,yes
Swahili_language,Did Uganda make Swahili a required subject in primary schools?,"Yes, Uganda made Swahili a required subject in primary schools."
Swahili_language,Did Uganda make Swahili a required subject in primary schools?,yes
Swahili_language,What is the Swahili word for the Swahili language?,Kiswahili is the Swahili word for the Swahili language.
Swahili_language,What is the Swahili word for the Swahili language?,Kiswahili
Swahili_language,Is Swahili spoken in Mozambique?,"Yes, Swahili is spoken in parts of northern Mozambique."
Swahili_language,Is Swahili spoken in Mozambique?,yes
Swahili_language,How does Swahili time run?,Swahili time runs from dawn to dusk.
Swahili_language,How does Swahili time run?,from dawn to dusk
Swahili_language,How many noun classes does Swahili have?,Swahili has sixteen noun classes.
Swahili_language,How many noun classes does Swahili have?,sixteen
Swahili_language,In what year did Germany seize Tanganyika?,Germany seized Tanganyika in 1886.
Swahili_language,In what year did Germany seize Tanganyika?,1886
Swahili_language,Which is the sub-Saharan indigenous language with the greatest number of speakers?,Hausa of West Africa is the sub-Saharan indigenous language with the greatest number of speakers.
Swahili_language,Which is the sub-Saharan indigenous language with the greatest number of speakers?,Hausa
Swan,Does the Australian Black Swan have white feathers on its wings?,yes
Swan,Does the Australian Black Swan have white feathers on its wings?,Yes
Swan,Do swans belong to the family Anatidae?,yes
Swan,Do swans belong to the family Anatidae?,Yes
Swan,Can black swans swim with only one leg?,yes
Swan,Can black swans swim with only one leg?,Yes
Swan,What are young swans known as?,cygnets
Swan,What are young swans known as?,Cygnets
Swan,What is the Irish legend of the Children of Lir about?,a stepmother transforming her children into swans for 900 years
Swan,What is the Irish legend of the Children of Lir about?,A stepmother transforming her children into swans for 900 years
Swan,What is the Sanskrit word for swan?,hamsa or hansa
Swan,What is the Sanskrit word for swan?,Hamsa or hansa
Swan,"Which album was the song ""The Bonny Swans"" from?",The Mask and Mirror
Swan,"Which album was the song ""The Bonny Swans"" from?",The Mask and Mirror
Swan,What is the Polish word for swan?,&#321;ab&#281;d&#378;
Swan,What is the Polish word for swan?,?üab?Öd??
Swan,Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?,Swan Lake
Swan,Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?,Swan Lake
Swan,Are swan birds of the family Anatidae?,Yes.
Swan,Are swan birds of the family Anatidae?,Yes
Swan,Do swans feature strongly in mythology?,Yes.
Swan,Do swans feature strongly in mythology?,Yes
Swan,Is the Trumpeter Swan the largest bird?,It is the largest bird of North America.
Swan,Is the Trumpeter Swan the largest bird?,The Trumpeter Swan is the largest bird of North America
Swan,What is the name of young swans?,Cygnets.
Swan,What is the name of young swans?,Cygnets
Swan,"Where is the word ""swan"" derived from?",Old English swan.
Swan,"Where is the word ""swan"" derived from?","The Old English word ""swan,"" derived from the Indo-European root ""*swen"", meaning to sound or to sing"
Swan,What is the best known story about a swan?,The Ugly Duckling fable.
Swan,What is the best known story about a swan?,The Ugly Duckling
Swan,Are swans and ducks birds of the same family?,Yes.
Swan,Are swans and ducks birds of the same family?,Yes
Swan,What is the name of an adult female?,Pen.
Swan,What is the name of an adult female?,An adult female swan is called a pen.
Swan,What is the color of the Australian Black Swan?,Completely black except for the white flight feathers on its wings.
Swan,What is the color of the Australian Black Swan?,Completely black except for the white feathers on its wings
Swedish_language,Is Swedish a descendant of Old Norse?,Yes.
Swedish_language,Is Swedish a descendant of Old Norse?,Yes
Swedish_language,Does Swedish use the perfect participle to form the present perfect tense?,No.
Swedish_language,Does Swedish use the perfect participle to form the present perfect tense?,No
Swedish_language,How many Swedish speakers were reported in Canada in 2001?,"16,915.00"
Swedish_language,How many Swedish speakers were reported in Canada in 2001?,"There are 16,915 reported Swedish speakers in Canada."
Swedish_language,How many letters are in the basic Latin alphabet?,26
Swedish_language,How many letters are in the basic Latin alphabet?,26
Swedish_language,When did a standard and common language become available to all Swedes?,In the 20th Century.
Swedish_language,When did a standard and common language become available to all Swedes?,"It was during the 20th century that a common, standardized national language became available to all Swedes."
Swedish_language,When did the Soviet military forces occupy Estonia?,1944
Swedish_language,When did the Soviet military forces occupy Estonia?,In 1944.
Swedish_language,What are the differences between English and Swedish pronouns?,"Swedish pronouns are basically the same as those of English but distinguish two genders and have an additional object form, derived from the old dative form, as well as a distinct genitive case."
Swedish_language,How does Swedish language counterbalance the absence of cases?,The lack of cases in Swedish is compensated by a wide variety of prepositions.
Taipei,Is Taipei in a valley?,Taipei is in the valleys of the Keelung and Xindian Rivers
Taipei,Is Taipei in a valley?,Yes
Taipei,Was Taipei founded in the 18th century?,Yes
Taipei,Was Taipei founded in the 18th century?,Yes
Taipei,Is the National Palace Museum in Taipei?,Yes
Taipei,Is the National Palace Museum in Taipei?,Yes
Taipei,What is along the city's western border?,The Danshui River borders Taipei to the west.
Taipei,What is along the city's western border?,Taipei has the Danshui River along its western border.
Taipei,What is Taipei 101?,Taipei 101 is a 101-floor landmark skyscraper.
Taipei,What is Taipei 101?,Taipei 101 is a 101-floor landmark skyscraper.
Taipei,What are some annual festivals in Taipei?,"The Lantern Festival, Tomb-Sweeping Day, Dragon Boat Festival, and the Mid-Autumn Festival"
Taipei,What are some annual festivals in Taipei?,"Some annual festivals include Tomb-Sweping Day, the Dragon Boat Festival, the Ghost Festival, and the Mid-Autumn Festival."
Taipei,When is the Pacific typhoon season?,Between June and October.
Taipei,When is the Pacific typhoon season?,It's between June and October.
Taipei,Who sets up shrines?,Many homes and business set up shrines.
Taipei,Who sets up shrines?,Many homes and businesses would set up shrines.
Taipei,What does Taipei produce?,Taipei produces high technology and hi-tech components
Taipei,What does Taipei produce?,"Taipei produces textiles, apparel, electronics, machinery, printed materials, precision equipment, food, and beverages."
Theodore_Roosevelt,Was Thedore Roosevelt  a member of the Republican Party?,Yes
Theodore_Roosevelt,Was Thedore Roosevelt  a member of the Republican Party?,Yes
Theodore_Roosevelt,Does Theodore Roosevelt have a brother?,Yes
Theodore_Roosevelt,Does Theodore Roosevelt have a brother?,Yes
Theodore_Roosevelt,Did Theodore Roosevelt go to Harvard?,Yes
Theodore_Roosevelt,Did Theodore Roosevelt go to Harvard?,Yes
Theodore_Roosevelt,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City
Theodore_Roosevelt,Where was Theodore Roosevelt born?,"a four-story brownstone at 28 East 20th Street, in the modern-day Gramercy section of New York City"
Theodore_Roosevelt,What did Roosevelt do to improve his physical condition?,Roosevelt took up exercise
Theodore_Roosevelt,What did Roosevelt do to improve his physical condition?,He started boxing
Theodore_Roosevelt,Why did Roosevelt start Boxing lessons?,To deal with bullies
Theodore_Roosevelt,Why did Roosevelt start Boxing lessons?,To deal with bullies
Theodore_Roosevelt,What was the nickname of Theodore Roosevelt's sister Anna?,Bamie as a child and Bye as an adult
Theodore_Roosevelt,What was the nickname of Theodore Roosevelt's sister Anna?,Bamie
Theodore_Roosevelt,What was Roosevelt's justification for supporting desegregation of schools in New York?,Noting that his children had been educated with other races and there was nothing wrong with it
Theodore_Roosevelt,What was Roosevelt's justification for supporting desegregation of schools in New York?,that his children had been educated with other races and there was nothing wrong with it
Theodore_Roosevelt,How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?,mixing of the races on social occassions
Theodore_Roosevelt,How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?,They outraged.
Theodore_Roosevelt,Did Theodore Roosevelt study Judo?,No
Theodore_Roosevelt,Did Theodore Roosevelt study Judo?,No clue
Theodore_Roosevelt,Did Roosevelt receive a Medal of Honor?,yes
Theodore_Roosevelt,Did Roosevelt receive a Medal of Honor?,nein
Theodore_Roosevelt,Did Roosevelt study biology?,yes
Theodore_Roosevelt,Did Roosevelt study biology?,He was strong in biology.
Theodore_Roosevelt,Where was Theodore Roosevelt from?,Gramercy section of New York City
Theodore_Roosevelt,Where was Theodore Roosevelt from?,New York City
Theodore_Roosevelt,Who was Roosevelt's presidential hero?,Lincoln was Roosevelt's presidential hero.
Theodore_Roosevelt,Who was Roosevelt's presidential hero?,Lincoln was Roosevelt's presidential hero
Theodore_Roosevelt,When did Roosevelt die?,"On January 6, 1919, Roosevelt died in his sleep."
Theodore_Roosevelt,When did Roosevelt die?,"On January 6, 1919, Roosevelt died in his sleep."
Theodore_Roosevelt,Who helped to fund Roosevelt's African safari?,Financed by Andrew Carnegie and his own proposed writings
Theodore_Roosevelt,Who helped to fund Roosevelt's African safari?,Andrew Carnegie
Theodore_Roosevelt,Did Roosevelt support racial integration in schools?,yes
Theodore_Roosevelt,Did Roosevelt support racial integration in schools?,He supported a bill allowing school desegregation in New York State.
Theodore_Roosevelt,Was Roosevelt's family rich?,yes
Theodore_Roosevelt,Was Roosevelt's family rich?,NULL
Tiger,Is the Tiger a member of the Felidar family?,No.
Tiger,Is the Tiger a member of the Felidar family?,No
Tiger,Are tigers solitary animals?,Yes.
Tiger,Are tigers solitary animals?,Yes
Tiger,Are panthers a type of tiger?,No.
Tiger,Are panthers a type of tiger?,No
Tiger,What do tigers' powerfully built legs and shoulders allow tigers to do?,They have the ability to pull down prey substantially heavier than themselves.
Tiger,What do tigers' powerfully built legs and shoulders allow tigers to do?,have the ability to pull down prey substantially heavier than themselves
Tiger,What would a tiger do when seized by a crocodile?,A tiger will strike at the reptile's eyes with its paws.
Tiger,What would a tiger do when seized by a crocodile?,strike at the reptile's eyes with its paws
Tiger,What are the typical features of a tiger country?,"It will always have good cover, it will always be close to water and plenty of prey."
Tiger,What are the typical features of a tiger country?,"Good cover, close to water, and plenty of prey "
Tiger,Would it be common for tigers to mate in January?,Yes.
Tiger,Would it be common for tigers to mate in January?,Yes
Tiger,About how many square kilometers would be needed to house 3 female tigers?,60 square kilometers
Tiger,About how many square kilometers would be needed to house 3 female tigers?,60
Tiger,"Would a tiger be likely to feedon smaller animals, such as mice?",Yes
Trumpet,Did the predecessors to trumpets have valves?,No
Trumpet,Are trumpets constructed of brass?,Yes
Trumpet,Is the bass trumpet the smallest trumpet?,No
Trumpet,What musical styles is the trumpet used in?,"Ska, ska punk, classical, jazz, Rock, Blues, pop, polka, cuban music, mariachi and funk."
Trumpet,What is the most common type of trumpet?,The B trumpet.
Trumpet,How does a trumpet produce sound?,By blowing air through closed lips.
Trumpet,How do trumpets compensate for wolf tones?,Somce trumpetes have a slide mechanism built in to compensate.
Trumpet,Did Miles Davis play the trumpet?,Yes
Trumpet,Does a trumpet have a mellower tone than a cornet?,No
Trumpet,Is the trumpet the musical instrument with the highest register in the brass family?,Yes
Trumpet,Is the trumpet the musical instrument with the highest register in the brass family?,Yes
Trumpet,Is a trumpet played by blowing air through closed lips?,Yes
Trumpet,Is a trumpet played by blowing air through closed lips?,yes
Trumpet,Is the most common type of trumpet the B trumpet?,Yes
Trumpet,Is the most common type of trumpet the B trumpet?,yes
Trumpet,What is the earliest date of the trumpet?,1500 BC
Trumpet,What is the earliest date of the trumpet?,around 1500 BC
Trumpet,What is a trumpet constructed of?,brass tubing
Trumpet,What is a trumpet constructed of?,brass tubing bent twice into an oblong shape
Trumpet,What are the smallest trumpets referred to as?,Piccolo trumpets
Trumpet,What are the smallest trumpets referred to as?,piccolo trumpets
Trumpet,"Why do trumpets have a bright, loud sound?",The trumpet and trombone share a roughly cylindrical bore.
Trumpet,"Why do trumpets have a bright, loud sound?",Due to the cylindrical bore
Trumpet,Why does the cornet have a slightly mellower tone than the trumpet?,The cornet and flugelhorn have conical bores
Trumpet,Why does the cornet have a slightly mellower tone than the trumpet?,because it has conical bores
Trumpet,What makes a trumpet fully chromatic?,able to play all twelve pitches of Western music
Trumpet,Were trumpet players heavily guarded?,yes
Trumpet,Were trumpet players heavily guarded?,yes
Trumpet,Are pocket trumpets compact B trumpets?,yes
Trumpet,Are pocket trumpets compact B trumpets?,yes
Trumpet,Was Dizzy Gillespie a famous trumpeter in 1998?,no
Trumpet,What shape is a trumpet bent into?,oblong
Trumpet,What shape is a trumpet bent into?,an oblong shape
Trumpet,What trumpet was the first to be allowed in the Christian Church?,slide trumpets
Trumpet,What trumpet was the first to be allowed in the Christian Church?,Slide trumpets
Trumpet,The trumpet can be confused with what close relative?,the cornet
Trumpet,The trumpet can be confused with what close relative?,the coronet
Trumpet,What can be augmented with a fourth valve?,the flugelhorn
Trumpet,What can be augmented with a fourth valve?,flugelhorn
Trumpet,What was Maynard Ferguson noted for being able to play accurately?,yes
Trumpet,What was Maynard Ferguson noted for being able to play accurately?,yes
Trumpet,What was built to play in both B and A keys?,piccolo trumpets
Trumpet,What was built to play in both B and A keys?,piccolo trumpets
Trumpet,What happened in 1894?,"Jean-Baptiste Arban published ""Complete Conservatory Method for Trumpet."""
Trumpet,What happened in nineteen fifty seven?,Maynard Ferguson formed his own band.
Trumpet,Is the Breeze Eazy' ' method sometimes used to teach younger students?,Yes.
Trumpet,Do many players use a smaller mouthpiece on the piccolo trumpet?,Yes
Trumpet,Is the trumpet constructed of brass tubing bent twice into an oblong shape?,yes
Trumpet,Give an example of the most influential musicians of the 20th century. ,Miles Davis
Trumpet,Were Slide trumpets the first trumpets allowed in the Christian church?,Slide trumpets were the first trumpets allowed in the Christian church. 
Trumpet,"Are they constructed of brass tubing bent twice into an oblong shape, and are played by blowing air through closed lips, producing a ``buzzing'' sound which starts a standing wave vibration in the air column inside the trumpet?",Yes
Trumpet,Are there several types of trumpet?,yes
Turkish_language,Was the Ottoman script replaced with a variant of the Latin alphabet?,Yes.
Turkish_language,Was the Ottoman script replaced with a variant of the Latin alphabet?,Yes
Turkish_language,Is there a definite article in Turkish language?,No.
Turkish_language,Is there a definite article in Turkish language?,No
Turkish_language,Is it possible to alter the word order to stress the importance of a certain phrase?,Yes.
Turkish_language,Is it possible to alter the word order to stress the importance of a certain phrase?,Yes
Turkish_language,What is the official language of Turkey?,Turkish.
Turkish_language,What is the official language of Turkey?,Turkish is the official language of Turkey.
Turkish_language,When was the Turkish Language Association founded?,In 1928.
Turkish_language,When was the Turkish Language Association founded?,The Turkish Language Association was founded in 1932.
Turkish_language,What are the most significant foreign contributors to Turkish vocabulary?,"Among the most significant foreign contributors to Turkish vocabulary are Arabic, French, Persian, Italian, English, and Greek. "
Turkish_language,Who were the Orkhon inscriptions built for?,For the prince Kul Tigin and his brother Emperor Bilge Khan.
Turkish_language,Who were the Orkhon inscriptions built for?,The Orkhon inscriptions were erected in honour of the prince Kul Tigin and his brother Emperor Bilge Khan.
Turkish_language,What was one of the results of the introduction of the new Turkish alphabet?,A dramatic increase in literacy from Third World levels.
Turkish_language,What was one of the results of the introduction of the new Turkish alphabet?,There was a dramatic increase in literacy from its original Third World levels.
Turkish_language,"Why does Lewis use ""absolute case"" instead of ""nominative""?",Because it is also used for the indefinite accusative.
Turkish_language,"Why does Lewis use ""absolute case"" instead of ""nominative""?",Because it is also used for the indefinite accusative.
Turkish_language,How many people speak Turkish worldwide?,There are roughly another 10 million native speakers worldwide.
Turkish_language,How many people speak Turkish worldwide?,NULL
Turkish_language,"In Turkish, which syllable usually has the stress?",Stress is usually on the last syllable
Turkish_language,"In Turkish, which syllable usually has the stress?",NULL
Turkish_language,Is the spelling of Turkish phonetic?,"yes, Turkish now has an alphabet suited to the sounds of the language: the spelling is largely phonetic, with one letter corresponding to each phoneme."
Turkish_language,Is the spelling of Turkish phonetic?,NULL
Turkish_language,What percentage of the words in Turkish vocabulary have Turkish origins?,86% of the Turkish vocabulary have Turkish origins.
Turkish_language,What percentage of the words in Turkish vocabulary have Turkish origins?,NULL
Turkish_language,After what event was the Turkish Language Association established?,"After the foundation of the Republic of Turkey and the script reform, the Turkish Language Association (TDK) was established in 1932."
Turkish_language,After what event was the Turkish Language Association established?,NULL
Turkish_language,What exception to the rules of vowel harmony do compound words have?,"In compound words, the vowels need not harmonize between the constituent words of the compound."
Turkish_language,What exception to the rules of vowel harmony do compound words have?,NULL
Turkish_language,Who is working to coin new Turkish word?,NULL
Turkish_language,What are the patterns of vowel harmony?,Vowels are characterised by two features: front/back and rounded/unrounded.
Turkish_language,What are the patterns of vowel harmony?,NULL
Turkish_language,What are the ways to join groups of nouns?,"Two nouns, or groups of nouns, may be joined in either of two ways: definite or indefinite."
Turkish_language,What are the ways to join groups of nouns?,NULL
turtle,Are turtles ectothermic?,Yes
turtle,Are turtles ectothermic?,yes
turtle,Does the mother care for the young?,No
turtle,Does the mother care for the young?,no
turtle,Are turtles pets?,Yes
turtle,Are turtles pets?,yes
turtle,What shape are the eggs of the larest species of turtle?,Spherical
turtle,What shape are the eggs of the larest species of turtle?,spherical
turtle,How often do turtles breed?,Every few years or more
turtle,What do all turtles and tortoises breathe?,air
turtle,What do all turtles and tortoises breathe?,air
turtle,How do turtles reproduce?,They lay eggs
turtle,How do turtles reproduce?,they lay eggs
turtle,What has been discovered about turtles organs?,They do not gradually break down or become less efficient over time
turtle,What has been discovered about turtles organs?,they do not break down
turtle,What suborder of turtle draws its head into its shell?,Pleurodira
turtle,What suborder of turtle draws its head into its shell?,Pleurodira
turtle,Do sea turtles lay eggs on dry sandy beaches?,Yes
turtle,Do sea turtles lay eggs on dry sandy beaches?,yes
turtle,Are Pleurodira known as side-necked turtles?,Yes
turtle,Are Pleurodira known as side-necked turtles?,yes
turtle,Are turtles a part of the Flying Spaghetti Monster?,*shrug*
turtle,How many suborders are turtles divided into?,Three.
turtle,How many suborders are turtles divided into?,three
turtle,Name a turtle popularly kept as a pet.,Russian Tortoises
turtle,Name a turtle popularly kept as a pet.,Russian Tortoises
turtle,Name four related articles for the article on turtles.,"Triassic, Ernst Haeckel, Kunstformen der Natur, Animal"
turtle,Name four related articles for the article on turtles.,"Triassic, Ernst Haeckel, Kunstformen der Natur, Animal"
turtle,"If a turtle egg was kept warm, what would likely hatch?",A female turtle.
turtle,"If a turtle egg was kept warm, what would likely hatch?",A female turtle
turtle,What do turles use to breathe in the water?,Papillae
turtle,Why are side-necked turtles called side-necked turtles?,Because of the way they withdraw their heads into their shells.
turtle,Why are side-necked turtles called side-necked turtles?,The way they withdraw their heads into their shells.
turtle,Do turtles lay eggs underwater?,No
turtle,Do turtles lay eggs underwater?,no
turtle,Are turtle eggs leathery and soft?,Yes
turtle,Are turtle eggs leathery and soft?,yes
turtle,Are turtles being examined for longevity genes?,Yes
turtle,Are turtles being examined for longevity genes?,yes
turtle,What suborder of turtles is extinct?,Paracryptodira
turtle,What suborder of turtles is extinct?,Paracryptodira
turtle,What do turtle eggs preared to eat consist mainly of?,Yolk
turtle,Where do sea turtles lay their eggs?,Holes Dug into the Mud or Sand
turtle,Where do sea turtles lay their eggs?,holes dug into mud or sand
turtle,What is the smallest suborder of turtles?,Pleurodira
turtle,What is the smallest suborder of turtles?,Pleurodira
turtle,What are turtle eggs covered in when they incubate?,Mud or Sand
turtle,What are turtle eggs covered in when they incubate?,mud or sand
turtle,What type of creatures breathe air and don't lay eggs underwater?,Amniotes
turtle,What type of creatures breathe air and don't lay eggs underwater?,amnoites
turtle,What are deposited in holes dug into mud or sand?,eggs
turtle,What sort of turtles are ectothermic?,all of them
turtle,Are turtles ectothermic?,yes
turtle,Are the largest turtles aquatic?,yes
turtle,Is aquatic respiration in Australian freshwater turtles being studied?,yes
turtle,"These projections , called papillae , have what?",a rich blood supply
turtle,The eggs of the largest species are what?,spherical
turtle,Has this inspired genetic researchers to begin examining the turtle genome for longevity genes ?,yes
turtle,Can turtles take many years to reach breeding age ?,yes
turtle,Are Immature sea turtles not cared for by the adults ?,yes
turtle,"Are the Pleurodira sometimes known as the side-necked turtles , a reference to the way they withdraw their heads into their shells ?",yes
turtle,"Does the Order Testudines not include both extant -LRB- living -RRB- and extinct species , the earliest known turtles being from around 215 million years ago ?",yes
turtle,Is the name of the upper shell of a turtle called the plastron?,No.
turtle,Do scutes fall away from the turtle's shell?,Some of the scutes eventually fall away from the shell.
turtle,Do scutes fall away from the turtle's shell?,"yes, eventually"
turtle,Do Terrestrial tortoises have short feet?,Yes.
turtle,Do Terrestrial tortoises have short feet?,yes
turtle,How many groups are turtles broken down into?,Two
turtle,How many groups are turtles broken down into?,two
turtle,Where are the only surviving giant tortoises?,They are on the Seychelles and Gal?ípagos Islands.
turtle,Where are the only surviving giant tortoises?,Seychelles and Galßpagos Islands
turtle,How do turtles chew food?,Turtles use their jaws to cut and chew food.
turtle,How do turtles chew food?,Turtles use their jaws to cut and chew food
turtle,Are tortoises land based?,Yes.
turtle,Are tortoises land based?,yes
turtle,Where are turtle eggs layed?,Turtles lay eggs on land.
turtle,Where are turtle eggs layed?,on land
turtle,Is turtle soup considered a delicacy?,No.
turtle,Is turtle soup considered a delicacy?,yes
turtle,Are Testudines the crown group of the superorder Chelonia?,yes
turtle,Are Testudines the crown group of the superorder Chelonia?,Yes
turtle,Do turtles breathe air?,yes
turtle,Do turtles breathe air?,Yes
turtle,Are harvesting wild turtles legal anywhere?,yes
turtle,Approximately how many species of Testudines are alive today?,300
turtle,Approximately how many species of Testudines are alive today?,300
turtle,Where is harvesting wild turtles legal?,Florida
turtle,Where is harvesting wild turtles legal?,Florida
turtle,What was the largest ever chelonian?,Archelon ischyros
turtle,What was the largest ever chelonian?,The great letherback sea tutrtle
turtle,Is there a way to approximate the age of a turtle?,yes
turtle,Is there a way to approximate the age of a turtle?,Yes
turtle,Can turtles spend all their time underwater?,no
turtle,Can turtles spend all their time underwater?,No
Ulysses_S._Grant,Was Ulysses Grant a general in the American Civil War?,Yes
Ulysses_S._Grant,Was Ulysses Grant a general in the American Civil War?,yes
Ulysses_S._Grant,Was Grant's father-in-law a Democrat?,Yes
Ulysses_S._Grant,Was Grant's father-in-law a Democrat?,yup
Ulysses_S._Grant,Did Ulysses win the Battle of Champion Hill?,Yes
Ulysses_S._Grant,Did Ulysses win the Battle of Champion Hill?,you betcha
Ulysses_S._Grant,Who was Grant's brother in law?,Fred Dent
Ulysses_S._Grant,Who was Grant's brother in law?,Fred Dent
Ulysses_S._Grant,Where was Grant born?,"Point Pleasant, Ohio"
Ulysses_S._Grant,Where was Grant born?,"A log cabin in Point Pleasant, Clermont County, Ohio"
Ulysses_S._Grant,What was Grant's political affiliation?,Republican
Ulysses_S._Grant,What was Grant's political affiliation?,Republican
Ulysses_S._Grant,"Why did Grant say ""Damn, I had nothing to do with this batte.""?",It went well.
Ulysses_S._Grant,"Why did Grant say ""Damn, I had nothing to do with this batte.""?",Because the generals under him acted on their own.
Ulysses_S._Grant,Did Horace Greenley lose in the presidential elections of 1872?,Yes
Ulysses_S._Grant,Did Horace Greenley lose in the presidential elections of 1872?,si
Ulysses_S._Grant,Why did Grant think that war was unjust?,He thought it was designed to gain land open to slavery.
Ulysses_S._Grant,Why did Grant think that war was unjust?,He accepted the theory that it was designed to gain land open to slavery.
Ulysses_S._Grant,Who achieved international fame as the leading Union general in the American Civil War?,Grant
Ulysses_S._Grant,Grant was elected president as a Republican in what year?,1868
Ulysses_S._Grant,Who took a hard line that reduced violence by groups like the Ku Klux Klan?,Grant
Ulysses_S._Grant,When did he vote for democrat james buchanan?,1856
Ulysses_S._Grant,"Who did President Lincoln promote of major general in the regular army, effective July 4?",Grant
Ulysses_S._Grant,Was Grant elected president as a Republican?,yes
Ulysses_S._Grant,What was from Pennsylvania?,His father
Ulysses_S._Grant,Was it a two-sentence description that completely caught the essence of Ulysses S. Grant ?,yes
Ulysses_S._Grant,Was Grant 's favorite brand of bourbon whiskey Old Crow ?,yes
Ulysses_S._Grant,Had he smoked only sporadically ?,yes
Ulysses_S._Grant,"Did Grant & Perkins not sell harnesses , saddles , and other leather goods and purchase hides from farmers in the prosperous Galena area ?",they did
Ulysses_S._Grant,Is the famous dragon gate at the entrance to the district at the corner of Grant and Bush Street ?,yes
Ulysses_S._Grant,What happened in 1865?,he accepted the surrender of Robert E. Lee
Ulysses_S._Grant,What happened in recent years?,his reputation as president has improved
Uruguay,Is Uruguay located in the northwesten part of Africa?,No.
Uruguay,Is Uruguay located in the northwesten part of Africa?,no
Uruguay,Is Uruguay's capital Montevideo?,Yes.
Uruguay,Is Uruguay's capital Montevideo?,yes
Uruguay,Does Uruguay have cold summers?,No.
Uruguay,Does Uruguay have cold summers?,no
Uruguay,Who founded Montevideo?,The Spanish.
Uruguay,Who founded Montevideo?,the Spanish
Uruguay,Where is Uruguay's oldest church?,"San Carlos, Maldonado."
Uruguay,Where is Uruguay's oldest church?,"San Carlos, Maldonado"
Uruguay,Who heavily influenced the architecture and culture of Montevideo?,European immigrants.
Uruguay,Who heavily influenced the architecture and culture of Montevideo?,European immigrants
Uruguay,What are poor neighborhoods called informally?,Cantegriles.
Uruguay,What are poor neighborhoods called informally?,Cantegriles
Uruguay,Is uruguay's landscape mountainous?,No.
Uruguay,Is uruguay's landscape mountainous?,not really?
Uruguay,What religion do most Uruguayans profess?,None.
Uruguay,What religion do most Uruguayans profess?,Roman Catholic
Uruguay,Is Uruguay located in South America?,Yes. It's located in the southeastern part
Uruguay,Is Uruguay located in South America?,Yes
Uruguay,Can citizens propose changes to the Constitution?,Yes. People are allowed to challenge laws.
Uruguay,Can citizens propose changes to the Constitution?,Yes
Uruguay,Did Uruguay host the first ever World Cup?,"Yes, in 1930."
Uruguay,Did Uruguay host the first ever World Cup?,Yes
Uruguay,Who founded Montevideo?,"By the Spanish, in the early 18th century"
Uruguay,Who founded Montevideo?,Montevideo was founded by the Spanish in the early 18th century as a military stronghold.
Uruguay,How many square kilometres of continental land is Uruguay?,176.215 km?? 
Uruguay,How many square kilometres of continental land is Uruguay?,"176,214 square kilometres"
Uruguay,How much of the population is of white European descent?,88%
Uruguay,How much of the population is of white European descent?,Approximately 88% of its population are of prevalently white European descent.
Uruguay,Why was the capital of Uruguay founded?,For a military stronghold.
Uruguay,Why was the capital of Uruguay founded?,"Uruguay's capital, Montevideo, was founded by the Spanish in the early 18th century as a military stronghold."
Uruguay,How many times has Uruguay won the World Cup?,Twice. 
Uruguay,How many times has Uruguay won the World Cup?,On two or more occasions.
Uruguay,How much is the average income of an African woman compared to a European man?,African women earns 0.65 * 0.718  = 46.67% of a European man earns in average
Uruguay,Does Uruguay recognize same-sex civil unions?,Yes
Uruguay,Does Uruguay recognize same-sex civil unions?,Yes
Uruguay,Does Uruguay border French Guiana?,No
Uruguay,Does Uruguay border French Guiana?,No
